Neutroticism:Anxiety,Neutroticism:Angry Hostility,Neutroticism:Depression,Neutroticism:Self-Consciousness,Neutroticism:Impulsiveness,Neutroticism:Vulnerability,Extraversion:Warmth,Extraversion:Gregariousness,Extraversion:Assertiveness,Extraversion:Activity,Extraversion:Excitement-Seeking,Extraversion:Positive Emotions,Openness:Fantasy,Openness:Aesthetics,Openness:Feelings,Openness:Actions,Openness:Ideas,Openness:Values,Agreeableness:Trust,Agreeableness:Straightforwardness,Agreeableness:Altruism,Agreeableness:Compliance,Agreeableness:Modesty,Agreeableness:Tender-Mindedness,Conscientiousness:Competence,Conscientiousness:Order,Conscientiousness:Dutifulness,Conscientiousness:Achievement Striving,Conscientiousness:Self-Discipline,Conscientiousness:Deliberation,Novelty Seeking:Exploratory Excitability,Novelty Seeking:Impulsiveness,Novelty Seeking:Extravagance,Novelty Seeking:Disorderliness,Harm avoidance:Worry & pessimism,Harm avoidance:Fear of uncertainty,Harm avoidance:Shyness with strangers,Harm avoidance:Fatigability & asthenia,Reward dependence:Sentimentality,Reward dependence:Warm communication,Reward dependence:Attachment,Reward dependence:Dependence,Persistence:Eagerness of effort,Persistence:Work hardened,Persistence:Ambitious,Persistence:Perfectionist,Self-directedness:Responsibility,Self-directedness:Purposefulness,Self-directedness:Resourcefulness,Self-directedness:Self-acceptance,Self-directedness:Enlightened second nature,Cooperativeness:Social acceptance,Cooperativeness:Empathy,Cooperativeness:Helpfulness,Cooperativeness:Compassion,Cooperativeness:Pure-hearted conscience,Self-transcendence:Self-forgetful,Self-transcendence:Transpersonal identification,Self-transcendence:Spiritual acceptance,Primary Trait Dimensions:Well-being,Primary Trait Dimensions:Social Potency,Primary Trait Dimensions:Achievement,Primary Trait Dimensions:Social Closeness,Primary Trait Dimensions:Stress Reaction,Primary Trait Dimensions:Aggression,Primary Trait Dimensions:Alienation,Primary Trait Dimensions:Control,Primary Trait Dimensions:Harm-avoidance,Primary Trait Dimensions:Traditionalism,Primary Trait Dimensions:Absorption,Folk Scales:Dominance,Folk Scales:Capacity for Status,Folk Scales:Sociability,Folk Scales:Social Presence,Folk Scales:Self-acceptance,Folk Scales:Independance,Folk Scales:Empathy,Folk Scales:Responsibility,Folk Scales:Socialization,Folk Scales:Self-control,Folk Scales:Good Impression,Folk Scales:Communality,Folk Scales:Well-being,Folk Scales:Tolerance,Folk Scales:Achievement via Conformance,Folk Scales:Achievement via Independence,Folk Scales:Intellectual Efficiency,Folk Scales:Psychological-mindedness,Folk Scales:Flexibility,Folk Scales:Femininity,Special Purpose Scales:Managerial Potential,Special Purpose Scales:Work Orientation,Special Purpose Scales:Creative Temperament,Special Purpose Scales:Leadership,Special Purpose Scales:Amicability,Special Purpose Scales:Law Enforcement Orientation,Special Purpose Scales:Tough-mindedness,Honesty-Humility:Sincerity,Honesty-Humility:Fairness,Honesty-Humility:Greed Avoidance,Honesty-Humility:Modesty,Emotionality:Fearfulness,Emotionality:Anxiety,Emotionality:Dependence,Emotionality:Sentimentality,eXtraversion:Expressiveness,eXtraversion:Social Boldness,eXtraversion:Sociability,eXtraversion:Liveliness,Agreeableness:Forgiveness,Agreeableness:Gentleness,Agreeableness:Flexibility,Agreeableness:Patience,Concienciousness:Organization,Concienciousness:Diligence,Concienciousness:Perfectionism,Concienciousness:Prudence,Openness to Experience:Aesthetic Appreciation,Openness to Experience:Inquisitiveness,Openness to Experience:Creativity,Openness to Experience:Unconventionality,Scales:Complexity,Scales:Breadth of Interest,Scales:Innovation,Scales:Tolerance,Scales:Empathy,Scales:Anxiety,Scales:Cooperativeness,Scales:Sociability,Scales:Social Confidence,Scales:Energy Level,Scales:Social Astuteness,Scales:Risk Taking,Scales:Organization,Scales:Traditional Values,Scales:Responsibility,Extraversion:Affiliation,Extraversion:Dominance,Extraversion:Exhibition,Agreeableness:Abasement,Agreeableness:Even-tempered,Agreeableness:Good-natured,Independence:Autonomy,Independence:Individualism,Independence:Self Reliance,Openness to Experince:Change,Openness to Experince:Understanding,Openness to Experince:Breadth of Interest,Methodicalness:Cognitive Structure,Methodicalness:Deliberativeness,Methodicalness:Order,Industriousness:Achievement,Industriousness:Endurance,Industriousness:Seriousness,Adjustment:Empathy,Adjustment:Not anxious,Adjustment:No guilt,Adjustment:Calmness,Adjustment:Even-tempered,Adjustment:No somatic complaints,Adjustment:Trusting,Adjustment:Good attachment,Ambition:Competitive,Ambition:Self confidence,Ambition:No depression,Ambition:Leadership,Ambition:Identity,Ambition:No social anxiety,Sociability:Likes parties,Sociability:Likes crowds,Sociability:Experience-seeking,Sociability:Exhibitionistic,Sociability:Entertaining,Interpersonal Sensitivity:Easy to live with,Interpersonal Sensitivity:Sensitive,Interpersonal Sensitivity:Caring,Interpersonal Sensitivity:Likes people,Interpersonal Sensitivity:No hostility,Prudence:Moralistic,Prudence:Mastery,Prudence:Virtuous,Prudence:Not autonomous,Prudence:Not spontaneous,Prudence:Impulse control,Prudence:Avoids trouble,Learning Approach:Education,Learning Approach:Math ability,Learning Approach:Good memory,Learning Approach:Reading
63,20,20,17,30,40,97,100,97,93,70,90,73,87,93,87,77,50,97,83,93,50,30,63,90,90,83,100,83,83,87,20,57,37,40,30,0,13,80,93,93,90,70,53,100,87,87,97,83,50,83,57,90,97,67,60,77,73,43,97,77,83,100,30,7,13,80,47,37,67,97,90,97,83,97,70,80,80,77,63,90,67,80,87,87,70,93,93,23,60,97,70,57,93,97,83,93,47,80,40,33,37,67,87,80,83,90,100,97,50,43,37,33,93,97,80,80,87,87,83,40,63,87,80,70,90,57,80,100,97,90,53,53,93,43,80,97,80,73,27,43,47,0,20,30,87,93,80,77,80,93,83,90,33,53,43,80,47,80,87,97,100,93,80,97,90,97,93,100,100,90,73,67,77,93,97,100,70,60,93,57,87,47,77,97,97,67,100,61
97,87,80,70,67,90,53,33,43,43,30,47,67,60,77,70,67,77,47,60,57,53,57,67,33,20,40,40,33,27,70,57,53,60,93,80,50,63,63,50,73,30,40,33,50,40,23,37,17,33,27,60,73,53,70,50,63,67,43,43,40,47,53,93,50,67,37,47,27,60,50,50,53,57,60,17,70,40,37,23,20,53,20,30,30,63,63,53,67,73,23,30,43,33,30,30,10,53,43,57,63,70,93,67,70,70,57,40,47,63,50,53,40,30,43,50,37,57,73,77,83,80,50,70,70,80,100,57,53,53,30,53,43,33,33,43,43,33,50,40,20,43,57,53,53,67,67,63,50,37,40,47,47,23,23,0,20,13,13,23,33,47,37,30,27,33,37,50,40,40,67,50,83,63,73,63,53,60,50,40,50,53,40,33,33,67,33,80,33
23,27,57,50,7,57,93,93,80,80,87,93,90,43,93,100,83,50,60,47,97,70,23,90,67,50,73,70,67,70,100,33,20,80,20,0,3,13,73,97,67,73,70,70,73,53,53,63,67,30,87,63,93,77,80,80,93,97,93,63,83,57,97,37,33,63,70,10,33,70,93,77,97,77,97,63,93,53,20,70,93,87,27,57,27,67,40,40,47,27,57,40,80,43,40,63,47,40,30,27,27,20,7,70,73,83,93,90,97,100,70,73,67,53,73,57,80,30,63,93,80,60,27,93,97,80,10,73,97,97,87,83,90,67,57,30,93,83,87,73,73,73,17,13,20,97,50,40,80,70,67,73,73,13,93,90,27,57,73,83,47,60,80,50,40,87,47,80,93,93,100,63,87,97,100,97,97,73,50,73,57,90,13,30,33,60,89,60,61
37,13,27,63,80,33,30,17,50,60,67,57,90,100,47,90,93,93,83,47,87,73,77,83,43,33,40,40,43,57,80,37,73,60,40,20,83,33,50,27,17,47,40,53,53,50,63,53,73,33,37,77,83,70,83,17,70,67,27,53,47,67,13,47,13,47,63,33,17,83,47,33,27,50,40,50,47,53,53,57,63,70,50,50,57,73,77,70,60,47,63,43,70,53,73,33,57,33,30,53,53,30,43,27,40,43,37,10,53,67,73,70,70,37,40,37,63,93,93,93,87,83,87,93,67,37,27,60,13,30,70,67,60,27,7,30,20,47,13,67,77,70,67,33,83,87,90,93,73,63,30,50,57,17,83,73,50,77,87,60,77,53,53,47,73,47,50,43,23,23,83,23,80,83,73,60,10,83,27,37,73,70,33,37,30,83,100,77,100
43,27,43,53,47,50,53,40,60,57,50,63,73,70,57,73,67,77,63,57,77,70,60,73,60,47,70,67,63,53,67,40,57,47,33,43,57,50,47,47,43,33,53,63,70,57,63,53,57,53,57,67,63,77,63,40,60,57,30,53,60,60,57,43,27,37,60,57,37,67,57,40,50,43,50,50,50,67,40,37,57,63,53,53,57,57,67,63,43,50,60,50,40,50,63,60,47,67,57,60,60,47,33,53,43,37,47,43,50,57,67,53,63,50,67,70,67,73,77,60,67,60,73,63,60,43,33,33,57,47,50,47,47,53,27,57,53,63,33,40,70,43,57,63,47,73,67,77,67,60,57,63,70,27,73,67,53,63,73,47,63,57,63,53,63,63,53,47,43,40,70,37,53,70,60,60,43,63,53,63,63,40,37,33,30,53,67,60,72
50,80,67,63,60,30,40,3,70,63,43,57,70,100,80,87,97,73,17,43,50,7,33,77,57,20,63,63,53,47,83,40,57,63,70,37,67,47,77,30,50,3,53,70,73,63,17,60,80,3,27,50,87,53,20,30,87,77,13,27,73,73,10,83,73,93,60,63,37,97,60,67,50,77,67,60,73,43,27,47,30,73,13,20,40,60,50,47,37,37,40,17,43,70,27,43,37,30,63,27,27,33,60,0,67,60,63,7,57,13,17,13,3,20,57,57,60,100,100,100,100,80,97,97,23,57,60,7,10,50,53,73,27,33,13,63,20,77,33,3,7,17,97,63,93,83,97,100,73,60,27,70,60,27,20,40,13,30,20,37,13,40,87,63,33,77,43,70,17,17,83,53,83,30,83,70,17,33,40,63,3,7,40,57,13,63,61,70,72
87,60,67,77,60,73,40,30,80,77,47,43,90,47,50,87,93,63,73,63,63,37,70,70,77,80,77,67,67,53,83,27,20,53,73,43,70,43,47,23,33,17,40,80,70,87,33,50,67,37,37,67,60,70,57,43,80,50,43,43,57,93,47,93,73,63,73,47,37,70,70,40,47,47,57,37,57,63,63,50,33,77,27,43,50,57,77,60,30,20,40,40,33,53,67,70,20,67,60,57,70,23,77,40,40,53,57,27,43,53,50,50,40,77,67,73,73,50,97,100,90,90,67,100,53,50,73,43,47,47,53,33,43,63,33,60,30,70,17,53,17,33,60,60,70,87,97,67,80,73,63,57,77,30,50,27,27,20,40,37,77,77,87,50,40,80,33,57,27,27,80,13,73,53,60,57,33,67,27,73,47,53,47,50,47,77,100,80,94
20,33,43,57,40,30,37,60,43,33,57,50,90,93,43,80,87,53,53,73,63,63,67,77,57,37,57,30,63,60,70,53,37,40,30,20,53,50,43,27,23,33,43,67,37,40,60,43,77,47,67,73,60,80,63,57,43,37,33,30,37,53,70,43,40,50,53,40,37,73,43,50,43,57,43,70,60,63,43,80,67,77,43,50,57,63,57,47,73,17,60,57,77,43,57,53,60,67,53,57,63,17,27,47,53,37,43,53,30,40,53,53,47,40,47,40,50,90,83,80,70,70,90,80,50,43,20,37,70,43,50,27,50,33,40,53,43,43,37,37,57,63,43,47,53,77,83,90,50,53,40,53,63,20,53,80,43,77,67,47,73,57,50,47,43,43,37,50,53,57,77,23,67,40,57,53,47,73,20,37,37,43,63,50,37,73,67,73,72
23,53,27,27,40,13,20,13,80,47,53,33,40,53,53,57,60,40,47,47,60,37,57,53,77,73,80,87,70,67,63,30,17,63,37,37,67,60,57,17,33,30,70,80,87,80,67,67,70,57,70,47,67,50,30,40,37,40,27,43,67,80,13,27,57,37,73,43,50,47,73,50,47,50,63,73,47,53,57,63,50,73,67,50,80,67,73,70,33,30,57,67,57,77,57,77,73,60,47,47,47,33,30,20,47,37,57,13,33,40,40,50,33,63,77,80,80,50,57,60,50,47,53,67,47,40,27,17,13,50,37,57,60,67,50,47,13,80,20,30,47,53,83,83,63,67,60,53,77,73,67,77,87,40,43,73,67,77,47,40,37,67,77,80,70,87,77,63,23,23,57,23,33,33,67,57,10,40,53,87,30,20,63,53,37,80,89,83,78
80,70,67,40,43,63,63,37,53,43,67,30,80,77,73,87,97,80,73,63,73,67,53,50,37,43,57,40,57,47,83,40,40,43,83,50,63,47,67,37,57,50,37,63,43,63,50,23,43,67,53,37,57,47,47,47,47,43,3,20,47,70,60,70,27,43,60,43,10,57,53,43,47,30,53,43,53,57,17,37,43,73,40,50,43,90,67,70,50,37,47,37,60,50,33,43,43,73,50,67,57,50,70,60,67,30,53,37,23,23,43,43,33,43,53,57,63,57,77,80,87,100,73,83,43,80,83,73,60,43,47,30,63,43,10,50,37,60,13,43,37,40,43,43,53,83,97,73,67,60,43,60,60,17,27,17,40,37,30,33,57,57,57,53,30,63,43,53,40,47,83,30,37,40,53,70,50,43,7,53,47,73,53,60,43,83,83,77,61
57,37,40,23,33,33,50,50,77,70,50,70,53,70,57,87,93,73,60,53,77,47,60,60,80,80,80,77,90,80,83,20,43,47,50,40,30,33,80,50,30,57,77,80,77,83,60,80,67,50,77,60,70,53,57,27,63,63,17,70,57,87,57,50,27,43,80,57,33,53,80,67,73,63,80,67,77,70,80,80,63,73,63,53,83,70,83,80,27,33,67,63,43,80,80,83,77,37,73,50,43,30,47,60,80,57,67,53,63,57,67,60,47,87,90,80,83,73,93,83,60,80,87,83,60,70,50,30,57,77,67,53,33,87,27,73,57,70,43,33,43,47,43,70,30,90,97,83,83,80,87,87,87,33,63,50,63,57,63,50,57,87,77,73,73,73,80,80,60,53,87,40,60,73,63,70,47,70,47,80,47,40,57,73,73,83,94,97,89
90,63,80,97,83,87,40,0,53,43,50,53,80,100,33,87,67,60,27,43,63,60,87,60,57,50,70,40,57,60,73,20,43,60,77,63,77,80,67,27,30,30,37,77,53,63,7,33,33,33,20,67,70,57,50,40,63,57,53,17,60,77,7,90,37,93,73,70,60,67,50,23,40,43,53,3,40,50,37,47,23,40,17,13,40,40,57,40,30,60,23,17,20,23,57,50,13,43,53,63,63,50,83,23,57,43,33,7,30,47,57,40,27,60,57,70,67,100,93,87,73,60,93,93,43,33,73,50,7,43,20,67,30,47,33,53,13,63,13,23,37,23,87,70,67,87,87,100,83,73,60,47,73,27,47,27,17,47,37,7,20,53,50,27,23,63,20,43,17,13,80,17,73,73,63,60,23,53,20,43,37,50,50,57,20,70,89,87,100
60,20,47,83,80,63,43,20,17,17,43,37,47,33,40,30,40,57,57,53,37,53,50,30,20,33,30,10,10,40,33,47,53,57,57,70,87,80,30,30,43,53,7,10,23,7,40,33,27,53,30,57,33,63,77,40,33,20,23,33,43,10,37,67,20,43,43,50,43,50,17,17,17,27,13,23,30,57,53,37,67,43,43,43,67,47,47,33,47,73,57,50,57,37,83,10,30,70,43,67,67,73,67,33,33,23,17,23,17,63,37,57,67,33,7,37,40,20,33,43,57,47,23,43,50,30,53,77,37,10,17,47,53,30,23,43,27,43,23,53,70,60,60,40,57,20,27,37,67,43,40,10,20,37,73,47,43,57,80,23,53,50,13,20,73,33,43,17,13,17,20,47,47,50,43,33,40,67,60,23,40,73,40,37,17,47,50,47,17
70,77,67,77,33,73,60,57,27,53,53,67,53,57,60,63,77,77,50,73,73,53,80,70,47,80,50,40,50,67,60,30,20,33,60,43,57,53,70,57,50,93,40,57,37,77,30,40,40,33,57,60,73,47,43,33,60,63,33,57,10,80,67,73,47,70,70,63,30,57,30,23,40,40,40,27,53,53,60,63,47,57,27,33,43,53,60,50,33,70,23,40,40,17,40,37,30,67,73,60,57,50,57,73,70,50,27,60,50,33,50,37,30,67,53,73,63,50,63,47,63,67,47,43,43,70,57,87,67,30,40,43,37,53,43,73,63,13,33,30,40,37,27,30,30,67,47,63,70,70,67,60,83,53,33,43,27,50,23,37,37,70,40,20,30,27,43,27,67,67,63,23,63,53,73,67,53,50,53,67,50,100,57,80,63,53,72,67,78
67,43,70,87,73,77,43,40,50,67,53,60,63,67,50,70,40,40,53,47,67,73,70,60,50,43,60,50,43,57,63,40,27,63,50,50,73,60,70,27,37,53,53,50,60,57,40,50,30,33,33,70,73,67,73,60,70,57,73,50,57,63,60,67,33,70,57,37,63,77,47,23,33,40,47,23,37,60,57,50,57,47,23,43,43,33,40,33,57,70,33,27,43,30,53,53,27,40,53,43,63,60,57,70,70,50,43,47,40,70,63,63,67,43,60,60,57,60,50,60,50,40,60,63,70,60,50,57,60,33,40,60,57,40,70,53,53,60,20,50,67,60,47,50,40,70,50,60,70,57,40,53,67,33,67,50,23,43,57,37,57,57,50,27,37,60,50,30,47,43,67,33,70,70,73,73,43,73,53,67,67,63,33,40,37,47,61,53,72
53,53,47,37,53,43,47,33,63,53,60,57,97,87,67,87,87,63,53,53,80,80,37,73,60,40,47,60,63,43,87,43,50,63,30,33,60,37,73,37,43,27,57,60,73,50,70,67,67,37,37,43,73,63,73,47,77,67,60,53,73,63,47,43,43,40,53,37,43,77,63,53,53,63,57,57,53,77,50,30,50,70,50,47,60,63,83,80,53,47,53,40,40,57,57,53,53,37,53,23,37,40,40,47,73,60,60,37,50,60,60,43,57,53,57,50,53,70,77,100,73,77,73,100,67,77,40,27,47,50,63,67,60,47,53,53,40,73,43,43,57,37,63,53,50,90,93,77,67,53,57,67,67,17,63,60,50,67,47,57,40,67,73,63,57,70,67,57,37,47,87,60,63,67,73,77,37,60,40,47,60,37,27,23,30,83,78,97,78
87,93,63,50,87,70,50,20,77,57,60,37,87,73,67,73,93,77,47,37,53,23,27,53,60,60,53,53,57,33,70,53,67,73,97,57,37,67,57,40,63,13,33,67,67,70,20,30,63,37,13,30,70,40,27,37,67,67,7,37,70,87,27,87,77,67,47,33,30,67,80,77,57,77,77,37,80,33,20,23,10,30,30,23,17,73,70,67,43,60,20,20,50,43,30,53,33,37,40,33,27,57,90,43,50,83,77,40,43,30,13,23,10,60,53,70,47,63,80,87,80,73,70,87,40,53,93,27,27,73,30,73,57,50,13,40,33,70,53,30,7,20,83,70,67,77,87,70,60,47,67,57,87,27,7,7,30,10,7,10,17,27,67,47,23,73,27,73,43,33,73,77,80,27,67,67,47,27,10,57,13,23,40,27,27,77,67,87,67
53,47,50,73,60,57,27,23,27,60,70,40,90,77,53,73,50,70,53,23,80,87,93,77,37,57,70,47,63,30,67,67,70,67,47,23,90,43,53,10,10,37,60,60,47,73,40,10,57,50,40,70,77,57,77,13,67,57,27,30,30,63,30,73,57,73,33,13,20,80,27,23,10,40,23,37,37,43,47,37,23,70,23,17,13,67,37,37,53,47,7,23,63,20,53,57,27,43,47,67,87,40,43,47,43,37,20,20,40,73,73,57,80,57,67,73,43,77,67,57,73,77,77,57,70,40,43,50,30,13,57,70,87,50,37,47,23,33,7,63,67,47,57,50,70,67,67,77,43,33,60,60,67,13,77,57,23,37,53,40,30,60,33,27,33,30,17,27,37,37,77,3,63,73,70,70,23,77,40,63,73,60,30,20,17,47,33,47,67
93,100,77,87,67,80,13,0,40,30,37,3,77,97,57,77,87,63,27,33,47,50,73,43,30,23,43,23,23,57,73,23,7,67,93,87,100,93,53,3,0,43,20,60,43,53,13,37,37,20,27,20,60,10,23,7,80,50,13,27,40,67,0,93,67,77,60,57,37,73,30,7,10,7,23,13,20,40,47,60,17,50,17,3,57,57,67,50,50,70,7,37,47,37,27,23,13,47,53,60,53,87,100,13,43,27,23,0,3,30,47,33,27,13,23,63,53,93,87,90,63,60,80,87,30,43,100,30,0,10,3,53,33,7,20,53,3,50,0,20,23,20,77,90,80,63,73,93,90,60,27,30,67,23,17,0,17,27,0,7,7,67,37,33,30,47,43,17,17,17,70,0,17,47,57,60,0,20,7,37,40,23,40,53,40,73,56,90,89
60,47,53,43,83,53,53,50,57,40,40,60,67,93,53,87,77,87,80,83,63,57,60,60,63,63,57,37,47,37,87,60,63,17,63,47,27,63,63,40,27,60,23,60,50,53,53,43,57,67,27,77,67,50,63,47,80,70,13,40,47,57,70,60,23,40,50,63,23,77,67,70,70,70,73,57,87,50,47,50,40,60,47,57,23,73,50,63,63,43,50,37,73,47,57,57,43,73,87,50,43,50,57,63,63,57,63,63,53,40,50,57,50,63,43,60,50,93,83,83,73,70,83,80,57,67,53,53,70,80,40,27,27,50,23,87,63,57,47,37,57,63,30,53,47,73,70,97,43,50,63,37,60,33,50,47,47,53,53,30,73,30,63,43,43,67,43,77,63,53,80,37,70,47,67,77,63,73,33,47,37,67,47,67,83,57,44,67,61
37,17,43,50,60,40,60,37,60,40,57,60,90,97,57,90,80,57,60,83,80,80,70,80,43,60,50,63,53,67,87,33,50,37,30,23,40,50,57,50,50,33,67,67,67,53,57,40,53,67,53,80,73,83,93,80,73,63,77,40,37,57,33,40,37,53,63,30,37,83,63,50,53,47,57,63,70,57,47,67,67,63,50,43,57,63,67,63,53,47,70,50,57,47,60,43,57,87,40,70,77,30,30,30,43,47,47,47,47,77,77,73,83,53,57,57,67,97,90,93,80,83,97,87,73,37,27,37,33,60,53,30,60,53,57,40,50,37,30,63,77,63,70,60,73,87,93,93,67,63,43,67,57,23,83,73,50,77,83,50,60,50,40,47,57,47,43,53,47,47,83,27,60,80,73,73,53,87,50,53,77,47,43,40,33,70,50,70,67
53,37,57,77,57,47,23,23,33,33,37,43,73,63,40,80,67,63,43,53,57,70,90,57,57,43,73,40,53,43,63,47,37,63,57,50,80,70,40,13,10,73,27,57,43,67,37,40,40,50,50,77,73,70,67,37,53,40,27,33,30,70,43,63,33,70,53,40,33,57,27,17,27,23,27,37,30,43,43,57,57,60,40,30,37,53,63,57,53,47,33,40,47,33,60,50,40,67,43,70,83,47,60,43,50,20,20,27,20,60,53,63,60,43,53,73,57,60,77,70,57,60,70,67,73,37,47,70,43,23,23,50,47,40,30,43,30,40,10,43,67,53,50,43,47,77,77,67,60,53,53,47,70,37,70,53,40,77,63,23,43,60,47,33,57,37,47,27,23,23,70,10,50,63,77,60,27,83,10,53,37,80,53,37,50,80,56,87,72
90,60,77,67,53,83,90,53,73,50,50,87,77,63,87,90,93,77,73,67,90,33,27,73,63,47,60,43,33,67,87,33,30,67,80,53,7,73,67,87,87,67,10,60,63,33,37,57,57,30,37,53,100,70,43,57,80,87,47,53,73,53,77,97,50,50,63,47,23,53,77,67,87,73,80,30,93,50,43,70,53,57,27,43,50,60,73,53,67,43,27,47,53,37,60,50,23,50,50,33,27,43,83,83,63,83,70,87,57,53,57,57,37,47,27,60,60,60,90,80,87,83,67,87,67,73,90,70,77,87,30,60,37,37,37,50,87,80,83,20,17,50,43,20,20,90,80,80,77,63,57,27,67,37,50,10,27,17,40,13,60,83,73,43,40,77,40,70,83,67,87,50,80,67,97,100,97,43,13,40,40,80,43,53,43,73,100,93,78
33,20,30,27,43,40,77,50,80,90,70,90,30,67,70,80,77,33,73,60,60,43,67,57,43,67,53,53,13,47,93,47,23,43,23,3,10,50,57,80,60,23,47,57,70,27,67,60,90,70,43,77,60,73,73,70,57,47,87,73,53,43,67,47,23,30,47,13,37,73,83,73,87,80,87,73,83,50,30,47,53,83,60,70,47,63,53,57,50,13,50,73,60,53,67,37,43,57,30,47,50,7,10,33,43,100,70,80,87,70,47,47,57,50,27,53,40,67,70,33,63,77,80,37,87,57,23,10,67,87,67,57,83,50,77,30,90,70,77,50,60,60,67,77,60,97,80,77,63,47,50,33,60,33,73,77,60,43,80,67,77,47,77,80,53,87,47,87,73,57,93,43,77,57,50,67,83,67,33,53,30,23,43,47,33,53,83,53,83
87,87,73,77,43,83,40,10,50,47,37,33,60,73,53,80,73,43,23,77,40,30,50,73,57,57,57,43,57,70,77,20,50,27,87,57,87,43,67,20,10,67,40,67,57,57,20,47,50,47,40,40,80,50,17,73,70,80,63,47,47,67,30,80,70,57,70,57,57,67,40,20,27,30,37,20,40,43,63,50,23,67,33,30,53,63,67,53,40,43,17,40,43,30,33,67,23,73,60,50,57,47,87,33,70,33,40,23,37,20,33,27,30,53,50,73,63,77,77,67,70,70,80,77,37,57,90,83,30,23,63,27,37,50,73,60,37,57,20,17,27,23,67,27,43,80,77,80,80,70,63,53,77,43,13,10,33,20,13,43,23,67,70,40,23,67,43,27,20,23,77,33,37,30,80,67,27,17,23,53,27,83,50,73,57,67,78,80,72
30,40,23,23,27,17,37,53,77,70,70,60,63,63,50,70,77,50,43,27,37,27,20,20,83,70,77,73,73,83,73,27,37,70,30,27,47,33,27,33,23,47,67,77,80,67,73,90,70,37,80,27,33,43,17,30,57,33,23,67,87,70,47,27,77,33,77,43,37,60,73,67,60,67,67,73,63,47,53,60,60,73,60,50,80,80,73,77,33,23,73,63,63,87,77,80,87,27,37,20,20,30,37,33,27,53,73,50,53,17,23,23,20,70,73,67,73,63,80,73,73,57,57,77,33,33,37,33,47,60,70,63,67,73,30,37,50,90,60,13,43,37,60,40,47,70,67,73,73,77,73,73,77,43,37,63,60,70,60,67,50,53,83,83,83,90,87,67,53,57,67,77,50,23,40,47,40,37,43,77,10,30,40,47,37,57,83,60,67
90,67,80,77,77,80,83,73,37,57,67,77,73,60,63,70,30,67,53,53,80,67,33,57,40,57,37,43,47,33,73,57,90,40,77,57,53,47,83,70,87,63,57,73,50,63,27,43,30,30,23,47,63,63,57,27,60,80,37,50,50,70,77,93,23,80,40,53,50,40,40,47,47,60,37,20,47,50,63,20,17,40,13,17,30,30,47,33,43,57,20,10,37,30,43,43,17,43,57,53,37,50,87,80,77,63,40,70,57,40,47,27,40,57,57,43,43,50,50,77,47,30,47,83,43,73,87,70,77,37,60,70,47,50,43,57,70,43,67,43,50,27,33,23,40,67,30,50,53,40,40,47,53,27,37,13,13,27,33,43,30,50,40,23,33,40,33,40,73,80,73,73,73,53,67,70,73,57,53,53,43,70,33,37,33,37,72,33,44
63,60,57,57,80,50,37,20,80,57,73,47,90,60,67,77,80,77,37,37,60,27,27,60,70,57,43,70,53,43,77,43,93,87,77,30,40,67,60,37,37,23,50,73,87,67,13,40,60,13,17,43,70,40,37,30,70,60,17,27,83,83,30,80,63,83,57,27,30,67,80,77,63,83,80,50,77,20,53,27,23,50,27,17,23,57,57,47,50,33,30,27,60,50,47,57,33,27,10,13,13,17,63,43,50,83,80,40,50,43,30,37,40,57,67,57,57,43,70,93,87,83,57,97,53,50,60,30,30,73,33,87,73,57,27,10,37,67,70,33,50,40,80,40,53,80,80,60,67,57,57,67,83,20,47,40,27,50,40,20,13,47,67,60,33,70,23,77,43,33,73,67,87,37,67,67,33,30,37,67,27,43,37,17,3,47,89,60,89
7,17,40,67,87,37,43,30,27,23,23,70,90,93,50,73,90,97,80,93,90,87,60,80,37,20,53,17,20,57,70,30,57,10,17,37,83,67,67,30,13,40,13,53,33,17,80,17,57,47,30,63,77,93,70,37,80,80,27,37,23,30,40,20,17,27,60,57,23,63,20,17,27,33,27,50,43,80,97,77,40,70,53,60,57,73,77,77,63,40,40,40,37,20,87,30,50,73,93,47,37,53,17,33,63,27,17,20,33,70,77,63,63,17,17,57,60,97,97,73,83,87,93,70,83,63,3,30,40,20,30,13,20,17,20,93,33,40,23,57,87,63,57,50,50,80,90,97,80,60,23,13,40,17,77,97,53,67,83,50,67,80,37,30,53,43,43,27,30,33,77,17,50,77,73,60,17,80,47,30,80,33,40,53,60,80,67,90,72
13,13,10,30,23,7,63,33,83,77,57,80,70,70,47,93,70,50,87,83,87,73,40,67,77,80,77,73,77,90,90,13,40,30,10,13,33,33,50,63,43,70,63,63,73,57,90,87,83,40,83,53,70,83,70,73,70,73,63,90,60,57,47,13,13,13,87,57,63,50,80,77,73,73,80,97,67,70,77,83,87,73,80,67,90,53,87,87,13,23,90,77,40,93,90,63,93,60,73,43,30,20,27,37,50,60,73,43,70,47,57,57,63,97,80,63,87,77,83,83,53,57,87,83,53,57,13,37,47,73,63,33,40,87,37,73,50,67,57,37,70,60,40,33,33,93,87,80,87,87,97,67,73,30,80,87,80,83,87,80,83,90,77,73,90,83,90,83,50,43,93,50,67,73,77,70,43,77,53,63,57,40,43,77,67,70,67,87,72
