,Neutroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Novelty Seeking,Harm avoidance,Reward dependence,Persistence,Self-directedness,Cooperativeness,Self-transcendence,Primary Trait Dimensions,Folk Scales,Special Purpose Scales,Honesty-Humility,Emotionality,eXtraversion,Agreeableness,Concienciousness,Openness to Experience,Scales,Extraversion,Agreeableness,Independence,Openness to Experince,Methodicalness,Industriousness,Adjustment,Ambition,Sociability,Interpersonal Sensitivity,Prudence,Learning Approach
1583,31,54,66,82,96,18,51,64,86,76,73,69,57,58,72,96,72,44,54,100,59,58,34,48,44,62,100,81,68,67,35,67,71,58
1584,37,49,65,68,59,44,31,28,56,64,59,29,45,56,48,65,18,44,72,61,65,46,36,60,84,79,68,60,62,51,51,58,44,72
1585,54,39,57,85,86,37,55,48,92,63,80,66,58,40,52,88,63,22,85,89,60,62,19,68,35,67,83,80,52,53,21,67,79,56
1586,89,46,59,60,15,62,77,47,33,23,59,70,50,47,24,53,77,53,37,14,79,59,39,30,28,72,13,21,19,33,53,65,47,73
1587,67,51,72,57,57,54,59,42,67,45,58,56,54,40,36,73,54,48,43,67,72,55,39,33,52,68,53,51,31,42,59,65,48,52
1588,57,65,84,74,86,41,49,68,80,55,62,49,64,45,53,54,70,49,39,96,66,64,50,32,21,81,97,71,45,63,59,69,62,60
1589,70,24,75,58,37,43,85,36,26,32,51,48,51,48,38,55,71,28,34,43,84,48,27,36,59,66,73,42,31,39,29,44,46,83
1590,21,70,86,77,87,35,27,73,79,82,73,71,52,78,81,75,58,78,36,81,93,66,64,40,49,95,78,66,68,84,69,74,59,80
1591,30,58,57,45,67,59,26,24,68,62,40,44,53,61,65,26,18,52,56,63,69,46,60,54,70,58,63,53,79,70,55,52,49,78
1592,73,41,65,52,55,46,66,35,58,43,37,46,60,40,40,45,55,34,17,62,78,51,27,29,44,80,67,53,32,46,44,39,40,78
1593,65,27,68,58,45,43,79,26,39,29,59,60,45,35,32,76,54,18,46,54,67,44,15,44,66,66,56,42,31,23,29,45,38,57
1594,44,68,89,71,91,49,41,65,100,71,79,90,61,60,68,35,52,57,46,90,94,64,54,39,73,84,87,79,50,87,54,69,52,91
1595,86,37,64,49,45,62,71,52,49,29,45,50,57,35,29,42,80,35,19,51,64,56,40,19,33,63,54,51,22,39,44,49,46,56
1596,37,75,82,71,56,52,32,67,65,68,66,51,51,69,75,66,57,73,51,49,83,62,69,57,47,80,45,58,73,75,70,68,43,81
1597,63,66,79,53,43,56,54,60,38,35,67,52,59,57,34,12,60,63,61,41,93,63,76,48,31,89,68,42,38,57,72,75,44,83
1598,66,66,81,59,43,64,53,67,45,54,59,61,60,58,50,48,75,59,36,45,74,59,59,30,34,74,50,39,31,61,66,57,37,81
1599,18,56,37,49,63,49,33,28,68,63,42,28,42,65,66,54,20,53,61,68,47,44,47,38,92,62,69,63,85,60,54,58,45,88
1600,8,63,65,32,50,80,15,21,52,75,31,27,34,68,76,8,9,72,31,38,85,50,58,54,80,86,40,30,81,86,67,35,22,64
1601,52,40,82,63,37,54,65,64,30,43,47,57,54,63,51,43,65,48,59,35,88,51,45,49,45,88,54,37,54,54,40,62,47,71
1602,53,39,72,78,66,39,61,51,60,52,79,79,58,49,51,78,62,42,47,74,84,56,32,38,62,78,79,67,49,51,38,71,54,77
1603,51,68,73,55,52,52,41,63,54,53,57,48,56,63,53,37,54,68,49,51,73,56,73,43,32,69,61,44,50,68,71,68,53,77
1604,72,69,74,45,42,75,48,53,59,34,49,56,65,51,35,23,74,82,24,38,66,63,79,17,47,64,31,47,23,52,79,63,31,60
1605,92,51,70,45,67,53,76,52,60,25,49,70,72,32,16,34,68,42,20,66,80,59,53,8,35,83,82,51,13,46,56,50,54,65
1606,37,56,64,47,80,38,35,27,80,67,29,24,60,66,64,57,31,57,15,73,84,50,38,13,76,74,71,69,51,68,39,38,44,92
1607,65,50,67,35,57,65,60,46,46,37,37,57,63,42,34,26,57,52,13,64,80,54,62,14,39,86,66,41,24,46,69,48,39,69
1608,35,65,74,68,58,54,35,48,47,67,78,71,48,68,68,55,51,64,72,50,77,61,59,61,68,87,59,42,60,74,61,67,36,72
1609,77,41,79,53,27,58,70,50,36,34,59,79,55,54,34,44,66,53,48,28,96,58,47,32,43,87,38,28,25,41,54,57,43,68
1610,43,49,57,61,89,42,48,40,83,54,57,61,57,57,55,69,43,51,30,95,65,52,39,31,80,80,88,77,46,59,49,49,53,73
1611,36,64,87,60,31,60,31,42,28,53,73,60,42,61,54,53,33,74,66,23,97,53,55,61,74,97,29,20,60,57,59,72,18,90
1612,21,75,63,65,66,58,27,49,74,82,75,63,56,72,76,43,34,81,80,63,77,62,79,70,41,88,60,60,74,87,79,79,53,90
1613,53,51,59,52,48,55,63,52,45,53,59,55,54,53,49,63,65,54,43,48,65,55,51,43,48,63,58,48,42,62,41,53,47,71
1614,73,70,67,58,38,60,46,74,49,40,67,74,58,47,37,45,78,68,48,39,61,61,69,37,18,59,40,37,36,52,78,75,45,49
1615,91,33,81,45,25,59,79,27,38,19,35,51,50,31,18,48,63,28,21,33,83,47,22,24,50,83,41,46,15,22,43,35,31,80
1616,44,62,53,11,53,65,39,21,62,46,15,39,52,56,48,0,22,74,4,56,56,41,69,12,67,44,65,48,38,73,65,18,24,75
1617,77,49,75,44,18,70,72,58,38,41,48,54,44,47,27,61,69,56,26,16,79,51,42,24,71,83,27,38,12,42,61,50,29,76
1618,64,37,67,51,32,51,78,37,22,36,50,55,49,36,31,61,56,43,53,33,63,44,42,39,60,63,44,33,32,35,40,61,36,48
1619,93,35,78,43,49,59,72,38,69,17,46,50,59,33,16,61,63,28,41,53,95,57,21,29,52,96,64,65,9,20,38,47,43,61
1620,35,58,95,67,49,69,42,55,53,66,71,56,42,61,57,55,58,59,64,44,97,65,50,65,47,99,38,39,52,53,76,68,36,85
1621,44,66,84,68,43,62,46,67,69,50,73,65,53,64,57,68,65,68,51,46,86,65,49,58,52,97,35,53,55,51,59,73,39,89
1622,7,69,71,74,78,45,20,53,66,81,73,33,48,79,85,46,35,72,79,75,73,55,67,78,60,83,81,67,92,80,66,75,61,79
1623,31,73,64,54,47,74,30,41,49,65,58,40,44,59,60,27,35,72,48,41,66,53,68,47,60,77,43,37,65,79,77,58,30,58
1624,77,54,83,75,61,62,68,71,76,51,73,65,54,39,39,85,77,42,42,64,81,61,30,40,40,83,53,61,28,48,37,77,46,70
1625,70,18,63,58,24,55,75,30,27,35,41,26,37,35,31,58,48,15,39,25,64,42,11,35,56,58,21,27,33,23,27,35,45,45
1626,79,49,94,68,52,64,65,59,48,36,67,69,58,39,26,51,72,51,39,54,91,59,48,27,40,90,64,39,25,44,62,71,32,72
1627,51,63,90,76,20,68,45,67,28,54,75,67,41,58,49,67,58,59,85,11,92,60,56,71,48,91,17,19,57,47,73,85,41,72
1628,60,67,77,41,71,47,62,45,58,40,38,31,62,51,42,33,57,57,52,84,83,65,62,45,28,95,92,51,43,39,75,60,48,88
1629,79,61,80,72,44,59,61,70,50,33,69,77,57,42,26,71,80,62,49,46,81,62,44,37,29,88,44,42,30,40,59,75,44,64
1630,85,58,79,35,39,55,68,71,53,32,31,35,58,42,30,46,79,62,18,45,77,60,53,22,24,71,49,48,8,36,81,41,42,37
1631,55,43,64,66,51,50,62,40,58,57,47,41,46,51,56,72,48,33,30,48,65,44,27,39,66,59,54,52,53,57,38,47,51,72
1632,3,88,86,55,80,64,3,63,75,81,55,33,41,83,86,25,15,89,73,74,92,62,85,68,71,92,73,56,88,87,84,79,45,91
1633,62,61,81,56,44,68,53,53,62,51,55,62,55,53,46,52,63,59,43,39,89,54,61,38,58,87,38,41,42,72,52,63,45,75
1634,59,71,87,66,39,47,43,66,45,52,85,70,53,61,47,58,52,70,87,42,93,64,73,75,42,99,49,34,59,52,83,87,40,91
1635,55,34,48,22,70,39,63,14,75,36,9,20,58,38,32,31,27,28,18,80,48,37,34,19,81,34,80,69,28,54,28,11,38,65
1636,23,38,84,48,79,55,45,33,63,78,58,53,41,63,62,67,29,47,82,78,86,56,48,73,65,95,63,54,56,66,42,48,54,85
1637,52,45,66,65,53,49,55,50,53,45,61,44,47,51,52,55,55,34,60,56,69,53,38,60,43,73,62,49,57,45,44,59,52,77
1638,74,88,86,46,29,84,53,73,49,35,53,63,56,57,38,20,70,91,23,21,91,65,96,30,20,91,17,30,23,67,93,69,30,76
1639,63,31,75,67,38,59,73,51,43,46,65,32,45,49,48,54,60,25,44,42,79,51,19,56,40,83,55,34,43,33,52,60,43,68
1640,49,71,85,69,44,62,40,65,55,65,66,58,52,63,59,49,69,68,63,43,82,67,69,59,33,84,39,41,54,68,71,73,56,77
1641,57,37,62,50,67,42,68,32,56,44,33,38,55,44,45,44,43,20,38,68,72,45,27,33,69,77,78,53,42,47,28,39,40,83
1642,56,48,74,47,38,67,53,27,58,37,42,28,42,39,27,45,27,36,52,45,84,46,25,38,69,77,44,44,43,38,41,57,37,93
1643,83,15,53,50,13,45,90,16,19,25,44,19,39,40,25,64,48,8,34,11,63,34,19,28,76,70,22,15,27,17,35,23,42,69
1644,63,51,64,67,46,59,60,53,46,45,65,61,53,45,39,56,67,51,68,51,48,56,53,52,44,50,49,39,44,42,62,71,42,53
1645,70,44,73,67,78,25,58,56,74,43,56,51,58,47,47,61,61,30,47,81,80,55,42,33,48,71,85,66,32,46,48,64,63,63
1646,66,62,71,37,17,90,49,43,47,37,33,50,45,49,37,27,41,70,14,14,82,49,68,27,68,79,13,31,30,52,71,43,22,78
1647,33,30,66,52,82,27,69,16,79,68,41,49,47,57,61,62,33,32,67,81,53,42,22,74,91,40,87,71,50,67,8,30,52,93
1648,40,70,50,71,76,39,43,62,77,65,71,56,56,76,76,58,63,77,53,73,53,55,69,56,56,51,72,62,71,74,67,77,61,70
1649,30,76,80,77,69,55,27,62,74,73,83,78,48,73,72,47,45,78,74,73,78,63,77,62,65,79,61,43,66,86,69,83,57,72
1650,29,65,76,38,73,54,24,34,77,60,36,55,60,61,64,12,26,71,56,76,92,57,73,48,62,92,81,60,71,74,74,51,39,88
1651,51,48,66,19,38,78,43,34,30,43,11,13,42,58,43,5,21,62,8,33,77,44,61,13,71,77,41,21,32,62,58,27,23,76
1652,72,53,75,57,49,57,63,55,42,37,56,54,55,44,34,39,65,52,36,52,71,53,60,33,39,74,64,33,37,51,62,58,42,50
1653,42,67,70,52,51,45,33,60,28,53,51,50,48,69,58,42,51,67,51,51,68,53,52,61,49,70,69,24,70,62,65,56,49,68
1654,24,83,76,53,80,57,13,53,89,71,45,66,60,71,72,25,33,87,51,78,89,65,86,52,43,97,72,62,80,78,84,65,47,83
1655,28,87,86,41,83,58,15,53,89,74,41,44,57,75,74,32,35,92,29,84,95,63,90,35,60,99,80,62,67,93,92,46,47,81
1656,68,52,82,41,38,56,57,40,39,47,47,41,58,47,38,43,60,53,30,38,89,54,58,27,27,86,39,26,35,46,71,60,29,72
1657,85,30,73,43,32,53,83,33,56,26,44,31,55,35,24,56,64,29,35,40,84,49,20,22,49,82,46,52,22,22,39,42,43,86
1658,70,31,57,44,43,50,74,36,46,33,36,36,53,33,31,54,52,21,28,48,47,46,26,27,37,49,51,28,32,21,44,35,43,57
1659,58,69,77,15,77,82,35,35,95,44,20,71,65,40,29,11,22,80,20,95,90,56,78,0,88,96,80,60,21,63,77,52,23,85
1660,65,43,57,51,56,47,63,48,59,32,49,55,63,43,34,50,57,45,56,59,59,50,44,44,54,62,62,51,35,44,44,55,53,48
1661,32,31,58,84,82,22,47,42,64,64,76,48,43,57,61,72,40,23,82,94,59,46,12,59,47,56,97,72,82,40,28,75,81,73
1662,62,69,81,62,56,64,45,73,62,43,64,81,62,52,47,35,62,70,46,57,83,66,69,34,36,81,51,48,43,61,76,73,49,44
1663,41,70,76,75,48,57,35,74,55,59,81,74,52,65,61,53,62,61,81,48,79,68,66,69,24,88,48,50,69,61,66,87,52,73
1664,26,77,86,87,68,50,27,71,63,71,85,64,47,72,78,71,55,76,93,64,80,69,67,87,40,89,55,54,76,62,75,91,54,75
1665,54,49,73,46,55,58,44,35,61,38,40,39,48,52,47,40,37,48,48,59,78,54,42,50,55,87,60,52,55,42,57,41,42,84
1666,46,82,38,41,93,62,14,48,92,60,35,42,67,60,58,6,34,87,23,99,52,59,80,6,35,68,98,68,58,87,76,61,54,71
1667,60,54,71,64,56,59,56,48,56,41,63,41,47,48,43,55,50,44,58,59,72,54,47,53,50,71,60,49,45,48,52,60,53,78
1668,76,22,40,47,30,31,76,31,21,25,37,14,49,36,25,71,65,12,47,26,38,40,13,39,18,46,46,33,28,11,34,26,54,47
1669,11,61,62,58,76,55,12,19,74,79,60,39,46,69,79,57,10,67,75,74,66,50,53,71,83,71,73,64,81,78,59,55,46,69
1670,53,34,63,52,45,41,57,27,29,39,48,51,45,54,43,34,36,36,54,42,71,44,32,56,70,67,62,35,43,48,36,39,35,82
1671,77,53,75,63,33,64,60,53,48,40,58,64,53,45,38,61,72,50,50,34,74,58,49,49,32,71,26,47,39,37,63,63,42,66
1672,65,39,53,36,36,57,67,31,31,36,23,32,48,43,47,27,44,34,18,33,65,39,40,24,46,49,47,31,45,48,60,27,36,74
1673,62,31,74,66,56,55,57,20,66,39,61,70,50,34,29,53,28,22,54,69,97,49,31,30,72,94,68,61,48,35,35,45,40,95
1674,68,43,72,66,57,28,74,44,54,41,61,59,51,50,47,72,63,28,58,61,74,57,27,61,53,74,71,46,36,43,30,50,53,85
1675,87,23,77,54,44,52,78,49,42,23,45,41,54,36,25,73,69,29,27,53,82,49,20,23,53,80,61,46,18,14,34,47,41,73
1676,94,29,62,59,34,46,91,44,31,9,55,55,55,23,12,55,86,23,38,48,52,43,29,33,25,56,52,30,12,7,48,58,41,56
1677,48,49,50,50,47,48,47,50,50,52,49,48,49,52,51,47,52,52,50,46,48,49,49,50,48,50,47,50,52,51,45,51,50,52
1678,18,82,63,60,67,64,14,56,57,72,61,38,46,72,73,34,29,84,73,64,53,60,86,62,29,61,59,53,81,82,86,75,53,61
1679,70,62,91,52,55,63,53,61,54,47,65,52,51,55,42,34,62,62,46,57,99,66,72,32,29,98,58,39,35,53,74,73,52,86
1680,37,68,74,77,62,39,41,63,53,67,79,42,48,69,66,68,48,70,74,62,85,63,57,58,45,84,69,42,68,63,60,87,55,77
1681,65,42,72,57,41,49,65,53,41,47,57,47,53,50,45,50,66,42,53,37,79,56,52,39,28,67,39,38,42,46,41,58,49,59
1682,42,40,45,61,80,25,51,32,72,57,45,32,50,55,64,71,38,32,40,79,59,50,38,45,59,68,86,69,60,57,34,47,68,70
1683,34,31,76,61,60,50,64,19,58,59,54,47,45,48,52,67,29,20,49,67,82,40,23,48,89,84,62,53,49,48,28,47,37,77
1684,62,50,72,58,37,62,63,53,44,43,57,52,48,47,44,49,56,49,50,36,71,53,51,42,53,75,38,36,41,51,59,62,37,63
1685,40,70,64,60,69,46,33,54,78,61,54,52,57,61,59,62,46,68,52,66,57,52,64,55,54,63,66,62,53,72,71,63,56,39
1686,66,49,76,70,48,31,68,69,43,52,65,46,51,57,46,76,69,53,41,50,73,54,49,41,29,71,66,43,37,45,70,66,61,85
1687,51,60,79,63,73,74,39,55,80,59,53,46,55,57,59,51,51,55,45,75,82,58,48,39,68,89,62,63,46,73,51,60,42,82
1688,81,46,58,54,38,62,70,44,48,29,49,35,54,38,33,55,64,40,26,37,59,49,39,23,44,68,37,41,21,38,47,47,40,54
1689,29,47,68,53,95,34,42,17,94,77,48,15,50,71,81,58,26,48,25,90,77,50,28,34,83,71,93,87,56,80,16,37,52,100
1690,8,61,56,83,87,15,28,53,80,80,84,65,50,77,85,74,36,61,85,88,59,56,47,78,51,59,87,79,90,79,41,79,71,92
1691,32,47,80,87,83,29,43,46,72,69,80,40,46,64,74,96,53,33,84,82,93,61,28,78,53,95,88,70,73,56,39,69,72,89
1692,60,67,67,48,32,74,52,48,43,37,51,36,48,52,41,38,50,65,43,33,57,50,67,36,55,61,35,29,39,52,67,69,38,51
1693,49,50,82,55,88,43,59,33,89,55,56,55,59,57,62,47,48,45,37,93,93,58,52,32,59,95,90,67,49,65,48,57,56,83
1694,45,78,84,79,88,39,42,64,89,55,83,80,64,64,64,59,49,63,87,97,98,73,72,80,37,98,94,74,64,60,73,88,67,99
1695,39,35,69,55,68,39,52,44,66,53,53,23,51,51,61,52,37,18,56,69,83,47,12,53,60,85,83,50,63,50,43,39,59,91
1696,46,57,75,57,70,47,48,52,71,58,59,52,56,61,63,43,60,56,54,73,79,61,61,53,51,78,72,68,61,71,52,62,52,85
1697,39,51,70,47,51,62,41,31,47,54,40,42,48,61,63,23,36,50,33,47,86,50,42,26,50,85,48,39,64,67,56,49,35,85
1698,62,67,72,35,39,88,54,27,80,39,37,60,61,40,37,17,46,63,18,39,79,50,63,12,58,71,32,48,33,59,71,50,26,69
1699,26,84,64,76,89,39,23,50,80,72,65,43,63,69,68,51,39,85,53,96,52,61,75,41,51,77,98,67,74,78,73,82,57,49
1700,84,38,89,65,38,58,83,57,38,26,58,59,55,34,26,46,73,29,55,41,93,54,27,49,48,85,56,39,18,36,45,66,35,76
1701,59,44,68,58,38,46,64,44,45,41,53,41,51,45,37,49,57,38,57,33,73,48,46,53,44,73,49,32,50,46,46,59,48,63
1702,38,71,62,44,65,61,24,33,68,67,65,49,57,65,63,39,30,79,47,60,78,56,79,42,63,77,59,51,55,77,77,57,37,71
1703,66,56,74,47,56,57,62,55,65,41,47,56,58,52,46,26,62,56,14,62,73,56,59,17,39,82,68,61,30,53,57,52,44,70
1704,68,42,76,42,44,67,74,15,47,39,40,41,45,38,37,48,37,28,49,47,83,48,29,38,81,83,51,29,31,41,51,30,26,56
1705,71,35,59,59,59,48,48,48,77,33,43,72,59,22,19,51,33,22,32,68,50,50,29,29,53,65,65,50,31,37,40,48,59,45
1706,49,32,52,69,56,30,69,46,39,48,69,62,50,47,49,84,50,29,62,57,56,42,22,67,67,61,66,34,53,36,36,53,47,36
1707,74,42,71,47,33,66,81,35,49,25,49,51,52,34,27,47,65,31,53,43,88,56,42,29,44,87,38,55,21,27,56,56,32,76
1708,43,56,63,45,54,47,40,46,44,49,41,42,45,48,58,36,32,52,33,52,68,47,50,30,41,60,57,49,56,54,61,47,45,53
1709,70,46,75,69,37,53,63,62,40,41,67,70,50,43,34,67,64,44,56,43,63,56,31,50,54,72,38,34,36,33,47,69,39,84
1710,73,30,71,47,45,58,74,19,42,31,29,36,47,31,28,48,35,14,31,51,78,45,19,29,70,81,62,42,26,29,34,33,35,92
1711,84,56,82,17,15,86,65,22,32,28,12,45,51,41,29,14,57,55,4,13,85,50,64,10,59,77,14,17,20,42,68,16,21,67
1712,49,43,75,57,51,54,59,51,63,48,64,45,51,61,63,62,59,47,54,52,77,58,38,42,40,84,52,51,49,64,42,54,53,66
1713,72,35,68,58,32,51,72,53,38,34,59,58,51,37,34,65,65,29,44,34,74,51,28,36,46,73,46,36,36,26,37,59,43,56
1714,45,20,64,67,38,47,57,33,25,49,70,59,41,43,40,87,44,22,64,40,62,39,11,61,73,72,55,35,58,29,30,49,44,46
1715,54,52,83,54,53,57,46,54,69,42,61,39,47,61,55,28,50,58,53,54,93,65,60,51,40,96,57,55,42,52,70,66,48,86
1716,36,45,75,63,66,33,49,58,49,62,59,46,50,59,59,72,50,46,61,68,74,54,40,58,52,71,77,51,56,55,45,63,49,74
1717,67,44,70,62,37,62,67,50,27,36,67,34,52,47,41,57,62,47,64,42,71,54,39,56,34,73,50,32,41,32,59,64,51,71
1718,79,13,45,56,35,43,86,35,19,29,43,30,40,30,27,83,58,3,49,33,33,36,10,47,66,48,58,30,31,18,26,35,53,31
1719,82,49,66,48,37,70,75,56,36,21,46,58,58,37,28,22,64,49,37,38,74,54,56,25,45,77,45,27,23,47,55,59,37,75
1720,75,66,83,66,55,60,59,68,71,35,70,62,59,42,32,47,73,64,58,57,82,64,64,50,29,84,60,52,32,46,67,80,50,57
1721,79,33,95,78,8,64,71,41,17,36,81,67,37,44,25,69,59,24,88,6,98,51,29,70,67,97,10,11,40,23,51,73,37,86
1722,75,23,72,75,71,26,83,39,52,41,67,52,52,36,30,89,74,9,73,78,70,55,21,50,45,80,81,57,33,26,23,59,61,77
1723,24,76,80,68,59,62,24,68,63,74,74,73,50,73,75,40,48,72,61,54,86,64,73,67,49,89,59,47,79,86,74,76,51,74
1724,65,67,82,53,55,63,51,56,51,41,53,52,59,47,37,42,49,61,53,63,78,58,63,43,40,82,63,40,45,52,65,68,38,71
1725,46,45,67,61,74,35,54,59,71,57,66,79,58,57,57,70,59,54,62,82,74,57,47,57,46,77,79,63,53,48,46,58,59,54
1726,19,71,82,62,67,50,28,47,65,75,73,42,49,71,63,35,23,76,83,69,88,58,73,68,62,100,72,61,63,72,80,84,47,85
1727,60,39,55,59,66,37,63,30,63,46,50,21,53,43,48,47,59,27,49,74,52,51,31,39,28,57,77,62,50,44,55,42,62,76
1728,35,26,46,39,28,47,59,8,32,51,29,14,32,45,43,43,18,19,23,31,46,31,16,27,97,39,42,47,46,49,12,35,33,53
1729,58,47,70,57,43,52,54,40,39,41,47,59,56,46,39,40,52,43,49,42,83,51,45,41,50,84,56,40,50,40,55,57,39,75
1730,70,56,77,41,35,73,64,55,37,40,44,60,48,48,44,44,50,60,10,37,77,52,54,10,64,69,38,25,24,57,55,48,21,58
1731,16,34,65,75,49,27,48,32,30,76,75,62,38,70,77,75,29,36,82,45,78,42,26,73,80,68,66,40,87,58,34,57,57,69
1732,71,53,80,74,66,36,68,63,63,44,66,55,57,52,43,68,68,52,58,71,83,59,51,49,37,76,76,61,35,51,49,64,57,87
1733,68,54,74,48,81,57,56,49,90,52,55,66,62,44,41,48,66,49,25,88,86,66,41,8,42,87,82,68,26,50,54,53,47,84
1734,66,25,66,57,33,42,73,34,41,36,46,48,46,45,35,50,47,21,51,38,60,43,19,38,56,64,52,42,35,30,29,47,48,60
1735,29,60,58,52,57,55,37,46,48,67,44,40,47,59,63,32,35,52,40,53,59,48,50,46,63,64,57,49,69,75,43,57,45,72
1736,47,65,84,78,61,50,42,61,58,73,79,61,48,61,66,89,68,57,50,56,87,61,47,50,36,91,44,51,62,58,62,75,50,66
1737,62,42,80,66,56,45,59,56,44,57,67,46,48,57,53,57,74,57,43,49,80,59,49,31,39,72,55,35,35,68,49,67,50,59
1738,45,46,76,56,64,43,46,43,41,59,28,28,49,66,58,34,40,52,33,61,93,52,54,39,63,95,73,45,57,59,55,41,48,77
1739,57,34,65,57,53,44,59,44,43,49,51,31,43,48,45,64,50,31,37,57,64,49,30,40,37,69,61,48,45,35,41,51,51,44
1740,44,72,69,64,56,45,42,67,61,52,62,37,54,68,61,38,46,74,56,57,77,56,77,47,37,74,73,59,63,74,75,77,65,71
1741,32,63,81,66,75,62,27,43,78,79,62,38,45,62,73,56,35,51,38,70,75,54,39,50,73,83,57,63,69,78,49,59,34,81
1742,25,71,78,71,44,57,27,61,57,70,70,57,48,69,62,59,46,71,78,42,79,59,65,70,43,88,39,45,82,64,70,77,47,76
1743,66,53,81,58,55,65,57,48,58,49,50,52,52,46,41,59,57,46,35,55,78,56,50,30,53,84,49,48,36,53,49,57,38,74
1744,79,69,80,50,41,60,64,81,52,39,53,62,59,46,36,38,83,74,18,48,85,65,74,17,19,81,43,43,19,55,77,65,37,76
1745,77,45,73,49,41,62,73,40,58,40,47,72,59,41,28,69,68,44,13,40,71,48,39,16,51,81,44,46,25,40,67,47,32,52
1746,58,73,80,61,39,61,42,65,46,49,64,57,52,65,53,45,58,77,43,37,80,60,70,38,35,85,39,38,42,59,75,71,44,70
1747,59,45,72,43,59,57,64,39,61,36,40,44,54,48,42,28,48,42,30,60,83,51,39,34,68,77,59,52,36,45,40,38,39,87
1748,47,65,76,64,56,51,38,72,50,57,65,66,54,60,53,49,64,68,53,56,79,64,60,40,33,81,67,45,57,50,64,73,45,72
1749,73,48,75,25,60,65,64,24,47,34,33,40,56,44,30,18,51,56,55,65,89,54,49,46,83,83,63,30,29,52,59,51,29,74
1750,54,39,42,47,57,33,59,36,27,48,35,23,52,47,46,55,38,36,33,54,51,37,38,50,41,49,68,43,52,54,37,29,55,56
1751,46,56,65,58,47,58,43,45,54,52,55,61,47,54,50,50,46,55,48,54,68,55,49,42,59,72,51,41,53,52,56,59,44,62
1752,91,47,93,29,16,79,71,55,32,25,33,40,55,40,24,35,79,45,11,20,98,64,47,19,27,100,27,17,6,30,69,36,24,88
1753,70,19,54,62,51,33,88,31,37,23,49,39,45,34,33,58,56,8,62,59,57,47,8,48,53,64,66,30,40,17,26,43,49,67
1754,60,51,59,60,60,47,50,43,47,45,51,40,48,45,38,57,49,43,59,64,54,46,38,42,53,62,71,49,53,44,42,59,50,58
1755,13,97,86,29,77,72,17,59,88,67,36,48,57,73,71,0,40,99,46,86,94,58,99,33,41,92,72,59,80,91,98,67,37,88
1756,50,47,56,40,32,78,42,35,36,45,31,29,42,50,52,28,39,43,31,29,57,42,39,40,42,53,31,37,56,44,57,41,32,66
1757,8,48,69,56,65,48,30,27,67,72,55,21,40,73,78,54,21,49,52,66,85,45,43,63,72,82,69,60,84,74,42,40,49,89
1758,52,73,76,18,42,73,36,49,48,51,25,40,55,57,40,12,42,85,18,43,74,54,86,21,51,80,30,38,40,63,88,49,19,67
1759,77,32,71,45,34,52,80,27,40,31,47,23,56,40,27,50,64,35,25,39,89,44,37,33,48,88,51,39,25,31,45,35,31,77
1760,49,38,39,48,50,41,58,27,52,50,45,51,48,51,49,51,48,34,16,49,47,40,29,20,72,33,48,43,41,53,25,37,38,52
1761,57,37,55,52,40,52,63,35,41,42,37,34,44,41,39,54,42,30,43,42,52,41,30,41,71,54,48,38,40,37,37,37,40,59
1762,25,73,57,46,46,63,30,52,44,69,42,50,51,67,68,33,38,75,29,39,59,52,73,36,49,68,47,41,63,74,81,53,34,85
1763,65,57,64,54,58,52,50,49,65,48,53,68,55,50,48,56,63,62,31,53,72,57,50,33,57,64,42,58,33,49,55,60,41,61
1764,69,56,73,48,39,61,65,46,44,37,46,37,59,45,38,38,69,53,43,39,76,56,68,29,29,79,45,33,42,54,67,55,43,63
1765,52,50,74,65,58,47,49,59,68,48,62,68,50,47,47,61,52,43,66,63,78,57,44,52,44,78,56,63,50,46,51,65,58,54
1766,55,59,67,47,53,66,44,47,65,50,45,44,52,53,48,49,51,64,28,55,68,51,58,28,63,80,50,50,38,59,61,52,36,81
1767,26,34,60,61,67,34,40,26,59,67,45,27,43,58,67,60,22,24,49,64,64,40,18,48,75,65,72,52,78,57,25,33,56,82
1768,60,55,57,50,72,47,61,46,63,44,46,52,59,48,44,28,50,52,52,84,68,53,53,35,44,69,83,53,38,59,52,60,56,68
1769,80,27,67,62,37,56,81,44,34,24,63,73,55,30,22,60,69,23,50,46,67,53,30,42,35,67,58,46,25,21,39,54,50,64
1770,45,67,66,66,48,43,41,62,37,52,63,32,51,58,53,48,42,61,44,47,76,48,64,28,50,79,64,33,54,69,65,77,47,79
1771,51,72,78,58,47,67,39,78,60,61,59,58,56,67,60,46,72,81,25,42,73,59,75,26,42,78,41,40,49,77,76,68,42,56
1772,18,96,76,71,83,70,4,71,81,83,79,82,58,81,86,23,34,100,42,77,75,65,100,50,50,75,80,66,76,98,95,91,42,93
1773,67,53,63,65,27,54,55,57,34,41,58,43,43,47,38,68,55,46,49,31,58,52,36,39,35,56,43,29,44,33,55,59,52,57
1774,69,42,50,71,71,19,59,52,70,43,49,52,53,37,42,88,59,40,51,78,42,52,22,51,44,37,78,68,46,35,32,52,67,49
1775,52,49,76,82,70,39,54,44,77,58,76,66,51,50,56,82,53,31,76,75,76,54,33,65,43,78,68,65,68,44,56,70,56,88
